,Region,P0,Kc,tau_f,tau_d,tau_rec,tau_Ca,calcium_influx,calcium_channel_open_prob,total_P,total_Ca,Condition
0,VL,0.41575983042691683,8.007016359551243e-06,0.15375692382186604,1.7265065479750874,0.5030061976416461,0.2669456390074529,0.002656350437438689,0.49028425436113887,0.018935854146504838,2.873489719067591e-06,Control
1,VL,0.8037280187974118,8.082450957472179e-06,0.9783607369932883,1.4665534021360942,0.3243003291815754,0.4133006202940255,0.0038649654940406944,0.2946138615635389,0.031020351808410028,3.6172909371584215e-06,Control
2,VL,0.18360153595715245,7.966056512488182e-06,0.04493863595905703,1.316905047386862,0.5408117242149489,0.3592145820199756,0.004001587453087171,0.4630245882285495,0.014593839392190437,3.947499658089375e-06,Control
3,VL,0.40505674117716634,6.788973138839579e-06,0.09178001015468817,1.4819693194884007,0.9304227343807641,0.4673801663435743,0.0037780507556311183,0.49193406718055244,0.03215129353712294,3.354786679043275e-06,Control
4,VL,0.34832742746158785,7.982262730050652e-06,0.1197912362279091,0.8502383723479966,0.7732818292737182,0.40556182940656127,0.004595011527278997,0.33595780438888845,0.023609157254403424,4.323970063618702e-06,Control
5,VL,0.2691127372846278,5.222366428129038e-06,0.024569149589211636,0.1011339571353006,0.3348669249282862,0.29732742575601656,0.002632854428262618,0.32810113724170076,0.01791349080566268,2.7723053145194926e-06,Control
6,VL,0.3196098207283474,2.8645827696705453e-06,0.1320705742723982,1.3074747967541995,1.591271305757458,0.31953583373532923,0.0010033828979158048,0.5200036830847787,0.014584919866922414,1.0658317446787336e-06,Control
7,VL,0.5581751353545791,7.374498176861515e-06,0.21172819142545551,0.9572814276291486,0.48892323250091957,0.19745861489568325,0.00475907210807044,0.09093180502675166,0.015429657955499748,5.39028475033057e-06,Control
8,VL,0.13902052871910148,9.110007923608422e-06,0.1285278326637609,1.1146806482741694,0.17781814653702033,0.30237097032272875,0.003948679089752216,0.43160390778568836,0.008919206623455793,4.113606146352423e-06,Control
9,VL,0.7408052156675746,5.756929335960466e-06,0.19019409293453265,0.16065393244331902,0.15685323167989335,0.057237122180815815,0.0006810282732591762,0.167918535197147,0.005043049305225597,8.444709936088998e-07,Control
10,VL,0.2723574133517346,,0.07687025872655695,2.020109502429382,,0.07557205268794057,0.0008967229343305354,0.4183520913877793,0.0018786503360830222,9.46480101597098e-07,Quinpirole
11,VL,0.34417208597826826,,0.001,1.5286955767289427,,0.020180476410287092,0.0002600962866162693,0.24461386156353893,0.000320270348800874,3.1004628661626165e-07,Quinpirole
12,VL,0.3038967527862104,,0.06460239949540825,1.8152199654404808,,0.10462314909777676,0.0009707038832404327,0.25403949440241363,0.0009729340454414016,1.0185341278743903e-06,Quinpirole
13,VL,0.4948861661478253,,0.02471453717980643,0.2955565142724269,,0.05851863522229089,0.0006072260862752864,0.23728331338302827,0.0014554210934586902,6.57164444774156e-07,Quinpirole
14,VL,0.16968300070109063,,0.09706042692515193,0.6102420734408919,,0.044505095415146106,0.000650670970499576,0.2818637648069334,0.0006968936461556021,7.006205358672348e-07,Quinpirole
15,VL,0.31571772654263647,,0.07470078823062296,0.11787018594083418,,0.0529540335395274,0.0006491681106275474,0.16435652247142268,0.0018025072893537632,6.991140574967857e-07,Quinpirole
16,VL,0.30672656318092667,,0.11784190696407978,0.5236730628295708,,0.172274683833564,0.0008712273190603979,0.34520526119900735,0.009346129867810502,9.004685094686357e-07,Quinpirole
17,VL,0.8736969797562817,,1.4470019382098955,0.752451811997711,,0.3045318483063303,0.0004052971238667357,0.0183271008551925,9.739960964751598e-07,4.067360073344277e-07,Quinpirole
18,VL,0.4645589039514152,,0.017719918736862232,0.5094282257662663,,0.06807950212956405,0.0008813116303892394,0.15353282471459279,0.0008703961822904292,9.311856870904915e-07,Quinpirole
19,VL,0.1,,1.5,0.001,,0.02,0.001,0.117918535197147,0.0006930735553751327,1.0499499999999782e-06,Quinpirole
