,Region,P0,Kc,tau_f,tau_d,tau_rec,tau_Ca,calcium_influx,calcium_channel_open_prob,total_P,total_Ca,Condition
0,DL,0.43969126799281455,8.614109157461926e-07,0.1407013777404713,1.1086550164085327,0.42364865266681107,0.29781010711527356,0.000460417513099803,0.3894280996026206,0.019797918055784094,3.6762605517030174e-07,Control
1,DL,0.32614058529907813,8.256848467001099e-07,0.10511404782977751,1.7202991193720445,0.9302362844580431,0.34142284961094405,0.0006046957214374445,0.36625070397949966,0.02072972683612885,4.262689011403433e-07,Control
2,DL,0.23834179970870914,1.4773014098594049e-06,0.1789866474567286,1.9272811099745293,0.15467499377189278,0.18333024944200504,0.00048115198483825064,0.39619426456724616,0.005565764522408173,4.198738382562523e-07,Control
3,DL,0.12911843122103914,2.1031489187793733e-06,0.07396001398153296,0.9477663127875938,0.553533155009958,0.08541637944202746,0.0007467802506967913,0.3680063990758389,0.004930087872039391,5.9928110559581e-07,Control
4,DL,0.7940193880056631,9.236112850403709e-06,0.15536715710786125,1.5091649605292135,1.0180072374523292,0.370325437925941,0.0002446867860793241,0.4162032558505135,4.2563322534740964e-07,2.1813279823927815e-07,Control
5,DL,0.7974740173176533,5.607549494082067e-06,0.5341263353393185,0.09017964014573784,0.17484245825427766,0.3430603355220789,0.00018938526214504954,0.4423233313112122,2.0068052158952786e-06,1.9206197198161528e-07,Control
6,DL,0.43969126799281455,8.614109157461926e-07,0.0926542992376299,0.8190621876530724,0.42364865266681107,0.29781010711527356,0.000460417513099803,0.31755855423052015,0.009797033729201874,3.089984582300982e-07,Quinpirole
7,DL,0.32614058529907813,8.256848467001099e-07,0.09484558217708945,2.1033371917926913,0.9302362844580431,0.34142284961094405,0.0006046957214374445,0.32905219137881453,0.014946380897741113,3.8804780495173735e-07,Quinpirole
8,DL,0.23834179970870914,1.4773014098594049e-06,0.0894933237283643,0.9636405549872646,0.15467499377189278,0.18333024944200504,0.00048115198483825064,0.3627699180771312,0.004030789303796091,3.8866575764878675e-07,Quinpirole
9,DL,0.12911843122103914,2.1031489187793733e-06,0.0461356475180518,0.6767049141581707,0.553533155009958,0.08541637944202746,0.0007467802506967913,0.18551424773744224,0.0005843658858262033,3.268711271035065e-07,Quinpirole
10,DL,0.7940193880056631,9.236112850403709e-06,0.23305073566179188,0.7545824802646067,1.0180072374523292,0.370325437925941,0.0002446867860793241,0.07433763868501586,5.455871126484277e-10,7.998895791972564e-08,Quinpirole
11,DL,0.7974740173176533,5.607549494082067e-06,0.7924403082765686,0.04580039573112898,0.17484245825427766,0.3430603355220789,0.00018938526214504954,0.14449184240037474,2.19767839404526e-08,9.637310094270514e-08,Quinpirole
