,Region,P0,Kc,tau_f,tau_d,tau_rec,tau_Ca,calcium_influx,calcium_channel_open_prob,total_P,total_Ca,Condition
0,DL,0.2677827378961157,7.27201664592506e-06,0.05126500198638511,0.15231488079548464,0.40538318750622077,0.23062195896898824,0.0031231244701159415,0.24028073698647276,0.011575719436065654,3.471802666998478e-06,Control
1,DL,0.3530143239120162,6.443707385232997e-06,0.11464705780940765,0.4366280527488091,1.4765534008654801,0.45930469442212823,0.004362524969985172,0.4474060877325321,0.03904927033124841,3.89660552557669e-06,Control
2,DL,0.750938347098438,5.435476394872776e-06,0.15732555392597888,1.98553186029495,0.0508806630370183,0.06988067510938405,0.00407183743631176,0.2838769925711955,0.05116152314551661,4.799907895438707e-06,Control
3,DL,0.18510828299026194,9.501307573841809e-06,0.0017443863272108007,1.2717993477379503,0.2657569345572408,0.21064957769554946,0.0040984175981764424,0.4828709974649127,0.016922656429935887,4.6078303163558475e-06,Control
4,DL,0.12654839554212452,8.156616498047917e-06,0.07238778085778297,1.3906343487657813,1.4573174364232162,0.16611518433068945,0.0038456295732940595,0.48143182702690945,0.013790881221484877,4.4435743494401345e-06,Control
5,DL,0.8906383649071511,9.437247968144602e-06,0.9517249887301188,1.9850247055122967,0.3199104143872098,0.2413819265928882,0.0038951774020970654,0.5088518823637338,0.07366552843319657,4.281170730484896e-06,Control
6,DL,0.5622869380898375,6.194697572881078e-06,0.10926109548881258,1.1036533067011651,0.8415908272033296,0.2636296664620704,0.0005710972124578224,0.39384980210216797,0.0002531966299897301,6.587585056654318e-07,Control
7,DL,0.5525326068139262,9.164438113377422e-06,0.821866107508096,0.1354768397337215,0.8730498563639258,0.4751573248393894,0.004675829412543221,0.44471746556137304,0.031125320173911834,4.108904713727785e-06,Control
8,DL,0.7785726363773429,2.8634423191735667e-06,0.20933105001791416,1.090025105774033,0.044076275298663974,0.12886901703687104,0.004205463550786322,0.09318558602288879,0.028609252414621728,4.9227870121972295e-06,Control
9,DL,0.6770884063021919,5.734663405612628e-06,0.7798033724311233,1.7185120740331663,1.8263268752820847,0.046055672714769846,0.0028332147119903843,0.3413999492370098,0.0395552634607168,3.3553636269202052e-06,Control
10,DL,0.3967995704606553,,0.03718537971395042,0.1588022925937116,,0.07459311163768767,0.0007303302621314622,0.13496637091908664,0.0006367917883820658,7.801394523164423e-07,Quinpirole
11,DL,0.4458298558330769,,0.08249348628576443,1.096529973117158,,0.12069454095085914,0.001,0.38513453236126477,0.0037972497241214043,1.0450553987473195e-06,Quinpirole
12,DL,0.24767265037646014,,0.10033649240066589,0.2581452037763451,,0.02501308413818326,0.0008052812094083502,0.20405348170240614,0.0027935119920817508,8.552312093985877e-07,Quinpirole
13,DL,0.4638893770892125,,0.06560847308371172,1.831157527776143,,0.12484650604033387,0.001,0.37536534952551887,0.0009192162586900658,1.0441190325260414e-06,Quinpirole
14,DL,0.4257642656131593,,0.04279971390760717,1.4205230861478677,,0.10192768182000117,0.0008990285489525266,0.3108590936298869,0.001233124272290535,9.473056110913507e-07,Quinpirole
15,DL,0.2145891667278387,,0.09933884631712137,0.3384724905706483,,0.0762774086165533,0.001,0.3315856793625388,0.0009629299060742954,1.0497177605488159e-06,Quinpirole
16,DL,0.6555284849288843,,1.301683213233022,0.22167037111244897,,0.18653347265311795,0.0008099946957751268,0.1066023337508843,0.00036956002494440673,8.343750078745783e-07,Quinpirole
17,DL,0.8748901409531968,,1.156411745002363,0.14828720257480696,,0.15239686543578781,0.00045223846780894977,0.35030401577326686,5.707675377077939e-05,4.955591755414552e-07,Quinpirole
18,DL,0.5,,1.5,0.001,,0.2499218701692172,0.001,0.043185586022888786,0.0017530821101181034,9.7448328667475e-07,Quinpirole
19,DL,0.29337743673635674,,0.03982731233763083,1.6608442821043699,,0.02259688388621082,0.0009690976445441899,0.15632605032035873,0.0027515000378603755,1.0190476445433855e-06,Quinpirole
